location,well_or_spring_name,WGS84_latitude,WGS84_longitude,depth_bgl_in_m,rock_type,stratigraphic_period,temperature_in_c,electrical_conductivity_25c_in_uS/cm,pH,redox_potential_in_mV,total_dissolved_solids_in_mmol/L,O2_in_mmol/L,Na_in_mmol/L,Mg_in_mmol/L,Ca_in_mmol/L,Cl_in_mmol/L,SO4_in_mmol/L,HCO3_in_mmol/L,Li_in_mmol/L,K_in_mmol/L,Sr_in_umol/L,NH4_in_umol/L,Fe_in_mmol/L,Mn_in_mmol/L,F_in_umol/L,NO3_in_mmol/L,H2SiO3_in_umol/L,HS_in_mmol/L,Database_number
Bad Wildungen,Stahlquelle,51.0976828815892,9.086163056268079,2,Slate,Devonian,9.9,,,,,,4.616,34.18,38.64,4.267,14.88,344.9,,3.177,,,26.66,3.142,,,14.3,,6.0
Bad Wildungen,Stahlquelle,51.0976828815892,9.086163056268079,2,Slate,Devonian,7.6,,,,,,6.964,29.17,32.57,5.174,17.1,291.3,,1.97,,1.375,21.47,1.495,,,7.157,,6.0
Bad Wildungen,Stahlquelle,51.0976828815892,9.086163056268079,2,Slate,Devonian,8.9,470.0,5.39,423.0,,,3.3,32.3,35.7,6.38,19.2,293.0,,1.2,,,19.1,1.53,,0,,,6.0
Bad Wildungen,Talquelle,51.09808188575575,9.093373860136753,22,Slate,Carboniferous,9.4,,,,,,8.206,77.18,159.7,4.663,21.26,907.4,,3.478,,,13.86,5.665,,,12.5,,6.0
Bad Wildungen,Talquelle,51.09808188575575,9.093373860136753,22,Slate,Carboniferous,7.6,,,,,,4.076,52.6,107.4,5.337,17.35,599.7,,1.807,,,10.07,1.991,,,,,6.0
Bad Wildungen,Talquelle,51.09808188575575,9.093373860136753,32.8,Slate,Carboniferous,10.3,,,,,,4.1,47.5,80.9,9.5,19.2,476.0,,,,,,,,,,,6.0
Bad Wildungen,Talquelle,51.09808188575575,9.093373860136753,32.8,Slate,Carboniferous,10.4,780.0,5.71,438.0,,,4.3,55.3,102.0,8.51,20.2,570.0,,1.24,,,9.63,1.83,,0,,,6.0
Bad Wildungen-Kleinern,Bathildisquelle,51.14277557121078,9.072741855314383,2.1,Unconsolidated rocks,Quaternary,9.6,,,,,,73.77,95.577,167.292,53.364,16.9,1097.4,,3.44,,,5.5,0.92,,,11.618,,6.0
Bad Wildungen-Kleinern,Bathildisquelle,51.14277557121078,9.072741855314383,2.1,Unconsolidated rocks,Quaternary,10.2,1330.0,5.86,389.0,,,65.2,95.4,157.0,57.0,53.3,961.0,,3.53,,,4.06,0.586,,5.76,,,6.0
Bad Wildungen-Kleinern,Domänenquelle,51.14874239618492,9.089116691883957,4,Unconsolidated rocks,Quaternary,9.5,,,,,,37.8,51.34,151.1,27.9,50.74,704.55,,4,,,3.27,0.43,,,,,6.0
Bad Wildungen-Kleinern,Domänenquelle,51.14874239618492,9.089116691883957,4,Unconsolidated rocks,Quaternary,13.5,1310.0,6.03,332.0,,,57.4,83.7,157.0,40.8,77.8,912.0,,3.11,,,7.47,0.796,,9.8,,,6.0
Bad Wildungen-Kleinern,Dorfquelle,51.14003769561887,9.066021117838421,1.8,Unconsolidated rocks,Quaternary,9.4,,,,,,106.3,63.394,235.077,49.64,8.319,1240.8,,3.28,,,6,1.23,,,13.65,,6.0
Bad Wildungen-Kleinern,Dorfquelle,51.13831838124207,9.637611599673544,1.8,Unconsolidated rocks,Quaternary,8.5,,,,,,83.6,105.3,195.1,42.6,69.7,1257.0,,,,,,,,,,,6.0
Bad Wildungen-Kleinern,Dorfquelle,51.13831838124207,9.637611599673544,1.8,Unconsolidated rocks,Quaternary,10.1,1730.0,5.96,391.0,,,103.0,120.0,228.0,50.4,62,1440.0,,3.71,,,8.38,0.95,,0,,,6.0
Bad Wildungen-Kleinern,Mühlbrunnen,51.13860029768498,9.064304286605891,4,Slate,Devonian,10.1,,,,,,70.5,91.2,177.643,36.343,16.906,1123.8,,1.56,,,8,1.098,,,17.55,,6.0
Bad Wildungen-Kleinern,Mühlbrunnen,51.13860029768498,9.064304286605891,4,Slate,Devonian,10.4,1320.0,5.83,386.0,,,60.7,85.3,170.0,34.2,99.9,949.0,,3.08,,,9.13,0.959,,0,,,6.0
Bad Wildungen-Kleinern,Quelle im Bach,51.13864512819091,9.064518696731163,0,Unconsolidated rocks,Quaternary,10,1290.0,5.72,325.0,,,62.9,83.4,153.0,33.7,46.1,973.0,,3.32,,,11,0.745,,0,,,6.0
Bad Wildungen-Kleinern,Quelle im Mühlgraben,51.14524118985531,9.08260713761217,0,Unconsolidated rocks,Quaternary,10.5,820.0,5.87,572.0,,,20.5,57.3,91.7,11.0,71.1,531.0,,2.43,,,2.23,0.633,,1,,,6.0
Bad Wildungen-Reinhardshausen,Dr. Hildegard Dietrich-Quelle,51.11058560946552,9.082830963964442,116,Slate,Devonian,12.6,1380.0,5.7,378.0,,,10.2,78.8,195.0,6.83,11,991.0,,2.03,,,4.04,0.463,,0.52,,,6.0
Bad Wildungen-Reinhardshausen,Gemeindequelle,51.11778270519396,9.074987950433922,2.45,Unconsolidated rocks,Quaternary,9.9,,,,,,13.51,59.41,113.8,10.18,25.6,636.4,,2.638,,,7.749,1.427,,,16.96,,6.0
Bad Wildungen-Reinhardshausen,Gemeindequelle,51.11778270519396,9.074987950433922,2.45,Unconsolidated rocks,Quaternary,9.2,,,,,,9.85,59.13,115.7,6.36,27.9,651.0,,2.08,0.24,0.38,7.57,0.4,,,15.73,,6.0
Bad Wildungen-Reinhardshausen,Gemeindequelle,51.11778270519396,9.074987950433922,2.45,Unconsolidated rocks,Quaternary,11.4,950.0,5.86,405.0,,,11.7,68.4,128.0,10.6,29.8,711.0,,2.15,,,0.29,0.366,,0,,,6.0
Bad Wildungen-Reinhardshausen,Görnerquelle ,51.11202325666512,9.083833249204293,50.7,Slate,Devonian,10.4,,,,,,19.7,74.6,170.3,5.04,12.9,942.7,,2.13,,1.06,7.41,0.89,,,12.08,,6.0
Bad Wildungen-Reinhardshausen,Görnerquelle ,51.11202325666512,9.083833249204293,50.7,Slate,Devonian,11.5,1020.0,6.09,405.0,,,16.8,64.4,153.0,16.3,22.1,772.0,,1.98,,,3.85,0.838,,0.22,,,6.0
Bad Wildungen-Reinhardshausen,Naturquelle,51.11166263426132,9.085260750219748,155,Slate,Devonian,12.1,2300.0,6.01,321.0,,,27.0,152.0,374.0,4.25,12.5,2000.0,,3.89,,,5.98,0.544,,0.35,,,6.0
Bad Wildungen-Reinhardshausen,Prozessquelle (left),51.11737807523797,9.07513012841071,3.75,Unconsolidated rocks,Quaternary,9.9,,,,,,8.217,71.42,143.8,5.61,20.73,806.6,,2.634,,,8.57,0.364,,,18.42,,6.0
Bad Wildungen-Reinhardshausen,Prozessquelle (left),51.11737807523797,9.07513012841071,3.75,Unconsolidated rocks,Quaternary,11.7,970.0,5.98,465.0,,,10.8,66.2,140.0,6.38,25,753.0,,2.45,,,5.96,0.346,,0.66,,,6.0
Bad Wildungen-Reinhardshausen,Prozessquelle (right),51.11737807523797,9.07513012841071,2.71,Unconsolidated rocks,Quaternary,9.9,,,,,,8.043,68.21,135.0,5.048,20.59,757.8,,1.757,,,4.978,0.359,,,15.77,,6.0
Bad Wildungen-Reinhardshausen,Reinhardsquelle,51.11193422315876,9.082619150545096,5.5,Slate,Devonian,9.6,,,,,,16.47,99.86,206.1,3.048,19.49,1159.0,0.075,3.308,,,4.828,1.014,,,8.244,,6.0
Bad Wildungen-Reinhardshausen,Reinhardsquelle,51.11193422315876,9.082619150545096,5.5,Slate,Devonian,11,,,,,,15.1,73.1,176.6,12.8,59.2,868.0,,3.3,,,4.9,0.7,,,,,6.0
Bad Wildungen-Reinhardshausen,Reinhardsquelle,51.11193422315876,9.082619150545096,5.5,Slate,Devonian,11.3,,,,,,13.4,67.1,152.2,11.0,33.9,787.8,,2.64,0.38,,4.44,0.9,,,9.7,,6.0
Bad Wildungen-Reinhardshausen,Reinhardsquelle,51.11193422315876,9.082619150545096,5.5,Slate,Devonian,13,950.0,5.94,441.0,,,15.7,56.0,142.0,20.9,34.6,668.0,,2.18,,,3.16,0.833,,0.44,,,6.0
Bad Wildungen-Reinhardshausen,Reinhardsquelle,51.11193422315876,9.082619150545096,5.5,Slate,Devonian,12.7,1280.0,5.77,40.0,,1.55,22.4,71.9,170.0,32.8,25,867.0,0.053,0.05,0.3,2.5,4.3,0.81,0.17,<0.3,9.73,,6.0
Bad Wildungen-Reinhardshausen,Schachtquelle,51.11427354011376,9.079766854182107,150.5,Slate,Devonian,9.6,,,,,,8.254,35.22,69.67,10.52,19.92,394.6,,1.703,,1.09,9.379,0.2,,,15.39,,6.0
Bad Wildungen-Reinhardshausen,Tempelquelle,51.11413879128977,9.079623799210038,149.5,Slate,Devonian,9.4,,,,,,10.95,36.53,75.77,4.597,16.7,439.8,,5.09,,,8.331,0.26,,,20.82,,6.0
Bad Wildungen-Reinhardshausen,Tempelquelle,51.11413879128977,9.079623799210038,153,Slate,Devonian,12.3,800.0,6.05,422.0,,,11.6,49.8,107.0,14.2,39.9,554.0,,1.92,,,6.15,0.309,,0.13,,,6.0
Bad Wildungen-Reitzenhagen,Bilsteinquelle,51.12778681383731,9.100862727413801,29.6,Chert,Carboniferous,8,,,,,,57.0,81.0,194.0,10.0,40,1108.0,,5,,,8,,,,,,6.0
Bad Wildungen-Reitzenhagen,Bilsteinquelle,51.12778681383731,9.100862727413801,29.6,Chert,Carboniferous,7.8,,,,,,29.48,51.07,109.8,7.11,41.25,631.9,,4.467,,,7.211,0.5,,,22.64,,6.0
Bad Wildungen-Reitzenhagen,Bilsteinquelle,51.12778681383731,9.100862727413801,29.6,Chert,Carboniferous,12.5,,,,,,32.8,57.7,125.4,10.3,52.9,693.8,,3.21,,,6.6,0.56,,,28.3,,6.0
Bad Wildungen-Reitzenhagen,Bilsteinquelle,51.12778681383731,9.100862727413801,29.6,Chert,Carboniferous,10.9,950.0,5.93,375.0,,,51.6,84.8,184.0,10.6,58.6,1030.0,,3.95,,,6.038,0.573,,0,,,6.0
Bad Wildungen-Reitzenhagen,Johanniterquelle,51.12534597458186,9.115571740300185,5.8,Chert,Carboniferous,8,,,,,,129.4,55.39,118.7,14.66,32.83,920.1,,4.53,,,1.207,0.237,,,51.6,,6.0
Bad Wildungen-Reitzenhagen,Quelle Obermühle,51.12679077176519,9.108860830870631,0.8,Unconsolidated rocks,Quaternary,6.2,,,,,,88.3,88.04,147.28,25.5,66.25,963.8,,7.7,,,1.17,0.39,,,,,6.0
Bad Zwesten,Alter Löwensprudel,51.04835282482475,9.182554348320675,4,Unconsolidated rocks,Quaternary,11.2,,,,,,465.3,83.8,196.3,666.6,360.6,647.1,,,,,3.2,,,,10.0,,6.0
Bad Zwesten,Alter Löwensprudel,51.04835282482475,9.182554348320675,4,Unconsolidated rocks,Quaternary,11.2,4420.0,6.11,,,<0.5,605.0,91.3,212.0,887.0,383,744.0,0.29,9.9,4.6,0.75,2.8,1.3,1.58,<2,11.0,,6.0
Bad Zwesten,Neuer Löwensprudel,51.04839768475171,9.182611572993096,16.5,Dolomite,Permian,11.3,,,,,,569.4,91.8,222.3,828.8,381.1,763.3,,,,,,,,,,,6.0
Battenberg (Eder),Firma Stark Brunnen II,51.01542692605629,8.64968658596883,155,Sandstone,Devonian,11.5,,8.5,,,2.6,62.2,,48.55,11.7,11.7,256.768,,3.5,,,0,0,,,,,6.0
Baunatal-Altenbauna,VW-Werksbrunnen I,51.25681509404259,9.427502364527026,206.78,Sandstone,Triassic,12.2,,7.2,,,,,,,,,244.0,,,,,,,,,,,6.0
Baunatal-Altenbauna,VW-Werksbrunnen I,51.25681509404259,9.427502364527026,206.78,Sandstone,Triassic,12.9,,7.2,,,,,,,,,305.0,,,,,,,,,,,6.0
Baunatal-Altenbauna,VW-Werksbrunnen I,51.25681509404259,9.427502364527026,206.78,Sandstone,Triassic,11.7,1017.0,6.85,,,2.5,32.6,36.3,122.7,156.9,48.1,320.0,,3.7,,0,0.12,0.43,,0.9,,,6.0
Baunatal-Altenbauna,VW-Werksbrunnen II,51.25545040064117,9.43193080542563,200.19,Sandstone,Triassic,12.4,,7.2,,,,,,,,,268.0,,,,,,,,,,,6.0
Baunatal-Altenbauna,VW-Werksbrunnen II,51.25545040064117,9.43193080542563,200.19,Sandstone,Triassic,11.7,555.0,6.89,,,2.6,19.9,25.7,57.6,17.8,42.4,273.0,,3.2,,0,0.086,0.53,,3.6,,,6.0
Baunatal-Altenbauna,VW-Werksbrunnen III,51.25426318829521,9.436933695124553,169,Sandstone,Triassic,12,,7.0,,,,,,,,,280.0,,,,,,,,,,,6.0
Baunatal-Altenbauna,VW-Werksbrunnen III,51.25426318829521,9.436933695124553,169,Sandstone,Triassic,12.2,,7.3,,,,,,,,,305.0,,,,,,,,,,,6.0
Baunatal-Altenbauna,VW-Werksbrunnen III,51.25426318829521,9.436933695124553,169,Sandstone,Triassic,11.5,620.0,6.98,,,5.6,24.7,32.3,59.5,24.6,55.9,295.0,,3.4,,0,0.016,0.03,,6.6,,,6.0
Baunatal-Altenbauna,VW-Werksbrunnen IV,51.25812321913158,9.438402981590603,160,Sandstone,Triassic,11.2,675.0,6.88,,,2.7,29.6,36.1,62.3,26.7,70.8,315.0,,3.7,,0,0.06,0.1,,1.2,,,6.0
Baunatal-Altenbauna,VW-Werksbrunnen V,51.26144817364103,9.438721170003914,210,Sandstone,Triassic,12.2,,6.9,,,,,,,,,323.0,,,,,,,,,,,6.0
Baunatal-Altenbauna,VW-Werksbrunnen V,51.26144817364103,9.438721170003914,210,Sandstone,Triassic,11.3,565.0,6.69,,,1.7,18.0,26.0,62.7,21.1,48.8,276.0,,3.3,,0,1,0.44,,0.6,,,6.0
Baunatal-Großenritte,Baunatal II,51.26167065407056,9.374676924596248,221,Sandstone,Triassic,14.8,,7.1,,,2.3,29.4,33.5,50.4,15.9,63.5,298.0,,3.8,,0,0,0.005,,1.5,,,6.0
Baunatal-Großenritte,Baunatal II,51.26167065407056,9.374676924596248,221,Sandstone,Triassic,13.4,566.0,7.3,,,,,,,,,275.0,,,,,,,,,,,6.0
Baunatal-Großenritte,Baunatal II,51.26167065407056,9.374676924596248,221,Sandstone,Triassic,14.9,600.0,7.42,,,,,,,,,305.0,,,,,,,,,,,6.0
Baunatal-Großenritte,Baunatal III,51.24925569782469,9.377584104143148,150,Sandstone,Triassic,13.6,,7.3,,,,,,,,,304.0,,,,,,,,,,,6.0
Baunatal-Großenritte,Baunatal III,51.24925569782469,9.377584104143148,150,Sandstone,Triassic,14.6,,7.1,,,,,,,,,311.0,,,,,,,,,,,6.0
Baunatal-Großenritte,Baunatal III,51.24925569782469,9.377584104143148,150,Sandstone,Triassic,12.6,520.0,7.5,,,,,,,,,293.0,,,,,,,,,,,6.0
Baunatal-Großenritte,Baunatal III,51.24925569782469,9.377584104143148,150,Sandstone,Triassic,14.2,559.0,7.5,,,1.9,19.2,35.8,47.5,8.7,42.4,311.0,,4.4,,0,0.41,0.04,,0.4,,,6.0
Baunatal-Großenritte,Baunatal IV,51.25476208403142,9.37046626246861,240,Sandstone,Triassic,15.3,,7.0,,,,,,,,,305.0,,,,,,,,,,,6.0
Baunatal-Großenritte,Baunatal IV,51.25476208403142,9.37046626246861,240,Sandstone,Triassic,14.2,536.0,7.4,,,,,,,,,281.0,,,,,,,,,,,6.0
Baunatal-Großenritte,Baunatal IV,51.25476208403142,9.37046626246861,240,Sandstone,Triassic,15.3,663.0,7.39,,,2.8,29.6,30.7,48.4,12.5,48.6,305.0,,3.8,,0,0,0,,0.4,,,6.0
Baunatal-Guntershausen,Baunatal VII,51.23360231404474,9.456498671039846,55.2,Sandstone,Triassic,12.2,267.0,7.84,,,4,17.8,24.8,66.5,30.2,33.7,267.0,,2.7,,0,0.091,0.03,,14.8,,,6.0
Baunatal-Rengershausen,Baunatal V ,51.25240324607658,9.453246772197229,115,Sandstone,Triassic,12,,7.0,,,,,,,,,268.0,,,,,,,,,,,6.0
Baunatal-Rengershausen,Baunatal VI ,51.24537322748845,9.457904259743968,158,Sandstone,Triassic,12,,7.0,,,,,,,,,244.0,,,,,,,,,,,6.0
Baunatal-Rengershausen,Baunatal VI ,51.24537322748845,9.457904259743968,158,Sandstone,Triassic,13,,7.1,,,,,,,,,256.0,,,,,,,,,,,6.0
Baunatal-Rengershausen,Baunatal VI ,51.24537322748845,9.457904259743968,158,Sandstone,Triassic,13.5,626.0,6.95,,,4.8,29.8,25.8,63.8,39.7,45.3,270.23,,3.2,,0,0.044,0,,10.1,,,6.0
Bebra,Molkerei,50.97243371550255,9.794814445669706,100,Sandstone,Triassic,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Bebra-Breitenbach,Breitenbach,50.96007460138101,9.774389451930302,459.2,?,Permian,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Bensheim,Basinusquelle,49.69103622602582,8.614389244130567,180,Unconsolidated rocks,Neogene,13.5,,,,,,54.2,26.3,196.0,97.1,32,665.1,,,,,,,,,,,6.0
Bensheim-Auerbach,Wiag-Hessen IV,49.71188265961304,8.609925490864722,1413.5,Marl,Neogene,n.s.,,,,,,16220.0,240.0,1315.0,25950.0,0,3500.0,,320,,,,,,,,,6.0
Bensheim-Auerbach,Wiag-Hessen IV,49.71188265961304,8.609925490864722,1413.5,Unconsolidated rocks,Neogene,n.s.,,,,,,19680.0,264.0,1665.0,31650.0,0,4000.0,,350,,,Traces,,,,,,6.0
Biebergemünd-Roßbach,Roßbach 1,50.15617533098112,9.292493972177178,96,?,Permian,12.1,,,,,,225.5,72.2,256.5,641.5,62.5,333.2,,,,,,,,,,,6.0
Biebergemünd-Roßbach,Roßbach 2,50.16345459769614,9.293938098754081,100,?,Permian,n.s.,,,,,,333.3521,91.14375,258.5031,964.3216000000001,120.07825,384.40773,,,,,,,,,,,6.0
Biedenkopf-Kombach,Kombach,50.8786200145893,8.550957376553166,35,"Graywacke, Dolerite",Carboniferous,10.8,,,,,,283.694132,23.8189,20.039,263.77032,13.448764,482.03509,,,,,,,,,,,6.0
Biedenkopf-Kombach,Kombach,50.8786200145893,8.550957376553166,50,"Graywacke, Dolerite",Carboniferous,10.2,,,,,,318.0,10.62,15.72,283.66,23.95,475.8,,5,,,1.3,0.53,,,27.56,,6.0
Biedenkopf-Kombach,Kombach,50.8786200145893,8.550957376553166,35,"Graywacke, Dolerite",Carboniferous,12,,,,,,345.4,12.1,17.0,324.0,21.8,445.3,,,,,,,,,,,6.0
Bodenfelde,Karlsbrunnen,51.63560604740971,9.560053477590909,5,Sandstone,Triassic,n.s.,,,,,,9882.0,97.0,864.0,14277.0,1802,2232.0,,98,,,93,,,,,,6.0
Bodenfelde,Neue Brine quelle,51.63335753873877,9.560314683145462,60,Sandstone,Triassic,11,,,,,,3568.9,303.7,664.3,5431.1,1140,2576.0,,,,,154,,,,,,6.0
Borken (Hesse),Preußenelektra,51.04532338239397,9.30005431697169,280,Sandstone,Triassic,18.4,,7.4,,,,,,,,,207.0,,,,,,,,,,,6.0
Borken (Hesse),Preußenelektra,51.04532338239397,9.30005431697169,280,Sandstone,Triassic,17.6,342.0,7.79,,,5.5,9.9,24.8,25.4,5.6,25,184.0,,1.3,,0,0.675,0,,3.5,,,6.0
Borken (Hesse),Tiefbohrung I,51.06749392310532,9.313181499469351,1103,Dolomite,Permian,37,,,,,,2238.0,292.0,698.0,2831.0,3246,448.0,,,,,,,4.3,,,,6.0
Borken (Hesse),Tiefbohrung I,51.06749392310532,9.313181499469351,1257.8,Limestone,Permian,40.7,,,,,,1332.0,104.0,826.0,1814.0,2551,287.0,,,,,,,2.6,,,,6.0
Borken (Hesse)-Gombeth,Gombeth,51.07058886836376,9.298505390374865,270,Sandstone,Triassic,18.2,,7.3,,,,,,,,,152.0,,,,,,,,,,,6.0
Borken (Hesse)-Gombeth,Gombeth,51.07058886836376,9.298505390374865,270,Sandstone,Triassic,14.6,358.0,7.73,,,4,16.5,19.9,29.4,9.2,45.6,157.0,,1.2,,0,0.421,0.009,,2,,,6.0
Borken (Hesse)-Haarhausen,Haarhausen V,51.02881401245978,9.248055540838727,165,Sandstone,Triassic,11.8,563.0,7.12,,,5.9,8.2,14.4,70.3,20.8,56.2,171.0,,1.8,,0,0,0,,28,,,6.0
Borken (Hesse)-Haarhausen,Haarhausen VIII,51.02350118149284,9.25216097883452,169.62,Sandstone,Triassic,14.1,485.0,7.13,,,5.4,6.9,22.3,62.5,8.2,11.8,289.0,,2.5,,0,0.019,0,,7.7,,,6.0
Breitenbach (Herzberg),Breitenbach,50.9596119141751,9.776374679881028,0,?,Permian,15.4,,7.25,,,,2381.8,108.0,356.0,3701.8,1035.9,307.4,,26.6,,,,,,0,,,6.0
Breuna,Breuna,51.39852317111669,9.165262894840703,150,Sandstone,Triassic,9,,5.9,,,13.8,12.4,2.4,8.0,14.9,19.2,19.584,,,,,0.1,,,<2,,,6.0
Breuna-Oberlistingen,Oberlistingen,51.44795027472384,9.22730197358382,152,Limestone,Triassic,15.9,886.0,7.58,,,4.9,4.8,34.1,136.0,21.4,151,340.0,,1,,0,0.11,0,,32.9,,,6.0
Breuna-Wettesingen,Wettesingen,51.45454943278268,9.20733502323686,142,Limestone,Triassic,8.7,587.0,7.01,,,,9.5,36.1,127.0,40.3,115.2,346.0,,,,0,0,0,,31.4,,,6.0
Brombachtal-Langenbrombach,Brunnen I,49.73348959418219,8.984711966617642,107,Sandstone,Triassic,11.5,136.0,6.31,242.0,,10.1,3.1,2.5,19.2,5.1,4.9,61.6,,1.4,0.6,,"<0,03",,0.031,3.4,17.16,,6.0
Bromskirchen-Neuludwigsdorf,Neuludwigsdorf,51.08157657066332,8.589528883259593,110,Slate,Carboniferous,9,,7.85,,,,,,,6.0,9,165.376,,,,,1.25,0.09,,0,,,6.0
Buchenberg (Vöhl),Gemeindebrunnen,51.15362231785026,8.88821715025428,47,"Graywacke, Slate",Carboniferous,9.7,,,,,0.89,436.12,12.15,37.67,83.31,355.43,738.31,,,,,,,,,,,6.0
Büdingen,Eierquelle,50.28785382560924,9.10805793990475,0,?,Permian,7,,,,,,255.0,,198.0,567.0,8,296.0,,,,,,,,,,,6.0
Büdingen,Fischhälterquelle,50.29386449599891,9.121545412670304,15,?,Permian,11,,7.2,,,,549.0,89.2,262.3,1018.0,253.8,712.7,,21.2,,0.58,18,4.17,,0.86,40.1,,6.0
Büdingen,Kapellenbrunnen,50.29386508158908,9.120984003320485,19.6,?,Permian,n.s.,,,,,,432.35,48.07,270.15,653.0,87.25,469.84,,176.31,,,5.3,0.29,,34,24.9,,6.0
Büdingen,Konservenfabrik,50.2906455014656,9.103152249165461,62,?,Triassic/Permian,11.2,,6.4,,,,2155.0,156.8,314.5,3534.0,462.2,819.1,,45.52,,,0.42,2.56,,48,24.14,,6.0
Büdingen,Schwefelquelle,50.29332385665183,9.122666844278186,0,?,Permian,11,,,,,,372.1,32.99,134.01,585.0,179.05,530.87,,117.56,,0,0.02,0,,30,5.0,,6.0
Büdingen,Stahlquelle,50.29314344292121,9.123227782772187,0,?,Permian,11.6,,,,,,336.0,31.68,99.93,338.0,120,488.0,,43.27,,0,0.02,0,,30,,,6.0
Burghaun-Rothenkirchen,Salzbrunnen,50.73030953366917,9.70628360569944,0,Sandstone,Triassic,8,,,,,,1072.0,185.0,396.0,1680.0,1313,342.0,,13.1,,,,,,,,,6.0
Burgschwalbach-Zollhaus,Alte Römerquelle,50.28504854839846,8.06569713158188,0,Slate,Devonian,15,,,,,,239.5,72.0,252.3,16.6,20.3,1688.5,,,,,3.78,,,,,,6.0
Burgschwalbach-Zollhaus,Johannisbrunnen,50.28577675219189,8.06680553183272,2.5,Slate,Devonian,10,,,,,,117.3,51.05,205.1,10.6,29.7,1136.0,,,,,0.53,,,,17.1,,6.0
Butzbach-Fauerbach,Fauerbach,50.40100692384062,8.644670166590108,0,Carbonate bearing silt,Quaternary,10.5,,7.05,,,,763.0,38.67,112.51,1277.54,15.85,366.0,,22,,,,,,0.55,,,6.0
Butzbach-Griedel,Tiefbohrung II,50.4435171338781,8.702922763486777,18.5,Slate,Devonian,n.s.,,,,,,377.7,37.8,127.9,644.0,62.3,390.5,,,,,0.16,,,7.4,9.6,,6.0
Calden,Wilhelmsthal,51.40242272158998,9.433457542767066,243,Sandstone,Triassic,14.8,,7.2,,,,,,,,,488.0,,,,,,,,,,,6.0
Calden,Wilhelmsthal,51.40242272158998,9.433457542767066,243,Sandstone,Triassic,14.8,,7.1,,,,,,,,,439.0,,,,,,,,,,,6.0
Calden,Wilhelmsthal,51.40242272158998,9.433457542767066,243,Sandstone,Triassic,11.9,665.0,7.04,,,2.4,24.1,45.3,116.6,12.4,133.6,439.0,,4.6,,0,1.34,0.213,0.1,2,,,6.0
Calden-Ehrsten,Ehrsten,51.39216096220322,9.326888061928582,307.75,Sandstone,Triassic,17.5,,,,,1.07,47.1,194.5,400.8,40.8,298.2,1640.9,,17.5,,,2.8,0.27,,1.7,,,6.0
Calden-Westuffeln,Westuffeln I,51.43022341028095,9.34513545394313,200,Sandstone,Triassic,13,,,,,,88.4,128.5,397.7,112.4,316.5,1556.0,,14,,,19.42,1.88,,1,24.1,,6.0
Calden-Westuffeln,Westuffeln I,51.43022341028095,9.34513545394313,200,Sandstone,Triassic,14.1,,6.0,,,,,,,,,1202.0,,,,,,,,,,,6.0
Calden-Westuffeln,Westuffeln I,51.43022341028095,9.34513545394313,200,Sandstone,Triassic,14.4,,6.2,,,,,,,,,1360.0,,,,,,,,,,,6.0
Calden-Westuffeln,Westuffeln II,51.43979575163155,9.329960888685614,169,Sandstone,Triassic,17.5,,6.1,,,1.07,47.15,194.56,400.8,40.7,398.65,807.1,,21,,,2.8,,,0.93,,,6.0
Calden-Westuffeln,Westuffeln II,51.43979575163155,9.329960888685614,169,Sandstone,Triassic,14,,5.9,,,0,261.36,79.0,290.0,84.2,200.6,1133.696,,,,,6.3,0.99,,1,,,6.0
Calden-Westuffeln,Westuffeln III,51.42652445043809,9.318074095668232,200,Sandstone,Triassic,14.5,,6.0,,,0.96,186.24,85.1,220.4,38.3,178.6,987.904,,,,,1.62,0.4,,<2,,,6.0
Calden-Westuffeln,Westuffeln IV,51.39216096220322,9.326888061928582,307,Sandstone,Triassic,n.s.,,,,,,47.1,194.5,400.8,40.8,298.2,807.1,,17.5,,,2.8,0.27,,1.7,,,6.0
Cornberg-Rockensüß,Rockensüß,51.05633743059955,9.867003590637712,0,Limestone,Permian,7,,7.5,,,,5.22,50.58,228.45,16.45,480.33,292.8,,1.48,,0,,,,27.86,,,6.0
Creuzburg-Wilhelmsglücksbrunn,Großherzögin-Karolinenquelle,51.0448822711526,10.227391475883,n.s.,Limestone,Triassic,14,,,,,,3805.0,110.8,895.6,5865.0,2355,351.0,0.515,37.07,12.58,0.81,2.909,0.064,,Traces,178.8,,6.0
Creuzburg-Wilhelmsglücksbrunn,Schwefelquelle,51.04111710125081,10.23064319324336,n.s.,Limestone,Triassic,n.s.,,,,,,10117.0,1151.0,518.0,13878.0,7929,435.0,,280,,,,,,,,,6.0
Diemelstadt-Dehausen,Stinkbrunnen,51.45796102006066,9.042880231918023,62,Gypsum,Triassic,n.s.,,7.3,,,,13.0,50.0,560.4,37.8,1351.3,378.624,,3.2,,,,,,15,,,6.0
Diemelstadt-Neudorf,Untersuchungsbohrung,51.45490906278562,8.97151100789222,380,?,Permian,15,,,,,,18.0,71.4,280.2,14.9,732,483.7,,,,,,,,,,,6.0
Dillenburg-Eibach,Steinbruchquelle (new),50.74325491752688,8.31619266231844,265.55,"Slate, Limestone",Devonian,10.6,,,,,,830.9,54.2,154.9,1550.0,8.2,302.1,,10,,,,,,,,,6.0
