location,well_or_spring_name,utm_e,utm_n,depth_bgl_in_m,rock_type,stratigraphic_period,temperature_in_c,electrical_conductivity_25c_in_uS/cm,pH,redox_potential_in_mV,total_dissolved_solids_in_mmol/L,O2_in_mmol/L,Na_in_mmol/L,Mg_in_mmol/L,Ca_in_mmol/L,Cl_in_mmol/L,SO4_in_mmol/L,HCO3_in_mmol/L,Li_in_mmol/L,K_in_mmol/L,Sr_in_umol/L,NH4_in_umol/L,Fe_in_mmol/L,Mn_in_mmol/L,F_in_umol/L,NO3_in_mmol/L,H2SiO3_in_umol/L,HS_in_mmol/L
Brandenburg,Groß Schönebeck Gt GrSk 4/05,52.903616,13.601523,4400,,,,,7.7,-151,,,33100,,49900,141902,144,,204,2450,1360,,245,225,,,,
Brandenburg,Groß Schönebeck Gt GrSk 4/05,52.903616,13.601523,4400,,,,,6.3,70,,,40900,364,51200,155357,80.5,,237,2960,1630,,51.5,222,,,,
Brandenburg,Groß Schönebeck Gt GrSk 4/05,52.903616,13.601523,4400,,,,,7.05,49,,,3360,233,45400,138384,94.4,,212,2560,1290,,47.1,131,,,,
Brandenburg,Groß Schönebeck Gt GrSk 4/05,52.903616,13.601523,4400,,Triásico Inferior-Jurásico (Maláguide),,,5.7,,268000,,38420,230,53990,167300,140,,200,2900,2500,,100,270,,,,
Brandenburg,Groß Schönebeck Gt GrSk 4/05,52.903616,13.601523,4400,,,,,,,,,37700,139,47800,162000,83.7,,220,3400,2100,,,4.35,,,,
Brandenburg,Groß Schönebeck Gt GrSk 4/05,52.903616,13.601523,4400,,,,,,,,,37300,287,48200,165000,134,,227,3190,2250,,,206,,,,
Brandenburg,Groß Schönebeck Gt GrSk 4/05,52.903616,13.601523,4400,,,,,,,,,,,,,,,,,,,,,,,,
Brandenburg,Groß Schönebeck Gt GrSk 4/05,52.903616,13.601523,4400,,,,,,,,,,,,,,,,,,,,,,,,
Brandenburg,Groß Schönebeck Gt GrSk 4/05,52.903616,13.601523,4400,,,,,,,,,,,,,,,,,,,,,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,,,,,5.9,,70588.57,,24400,159,1245,42300,790,31.12,44.17,896,103,,21.2,,0.34,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,,,,,5.6,,71561.93,,25000,164,1232,42650,790,,,905,111,,,,0.34,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,,,51.5,4000,6.47,,4119,,336,52.1,801.6,741.1,764.2,1357,,58.8,,,4.1,1.6,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,,,62,27000,6.68,,28506,,8440,225.4,721,13474,2381,2666,,362,,,211.4,4.4,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,,,64,14800,5.96,,25893,,7650,399,599,11982,1939,2426,,654,,,211,3.64,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,,,89,19800,6.78,,28048,,9890,76.3,223,15349,614.4,1049.2,,710,,,102.6,2.54,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,,,97.5,10000,6.51,,55554,,19000,95.5,1340,32980,845,680,,572,,,11.7,1.23,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,,,140.5,,5.6,,71689,,25000,164,1232,42650,790,294.12,44.5,905,111,,15.1,7.1,0.34,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,,,139.5,,6,,78509,,31000,125,1750,44200,,,,800,80,,,,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,Psammite,,,,,,60929.15,,,,,,,,,,,,,,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,Psammite,,,,,,25622.8,,,,,,,,,,,,,,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,Psammite,,,,,,,,336,107.9,686.4,750.55,992.1,1357,,58.8,,,10.13,,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,Psammite,,,,,,,,8062.5,198.5,802,12518.7,1894.3,2518,,395,,,224.5,4.45,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,Psammite,,,,,,,,7466.7,202,610,11509.8,1892,2040.8,,621.4,,,317,2.77,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,Psammite,,,,,,,,4070,54.73,289.7,6247,762.1,1173.7,,542.5,,,88.2,1.16,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,Psammite,,,,,,,,2545,9.6,171,4316.8,214,481.3,,409.3,,,3.2,0.81,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,Psammite,,,,,,,,9172.5,40.8,232.8,14726,603.6,1018.7,,399,,,126.4,2.27,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,Psammite,,,,,,,,19533,177.17,1146.7,33096.7,921.7,5475.6,,536,,,11.7,1.23,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,Psammite,,,,,,,,8065,209.9,824.5,11626,1981,2522.3,,283.13,,,105.53,2.15,,,,
Tübingen,Bad Urach 3,48.506982,9.373198,4395,Psammite,,,,3.7,,1276.7,,530,0.59,148.5,,,,,150,,,269,3.25,,,,
Hannover,Groß Buchholz (Hannover) Gt1 (GeneSys),52.405382,9.826342,3901,Psammite,,,189000,,,,,,,,,,,,,,,,,,,,
Hannover,Groß Buchholz (Hannover) Gt1 (GeneSys),52.405382,9.826342,3901,Psammite,,,,,,,,66671,899.1,5612.6,117018,192.12,109.84,4.16,781.8,350.48,,117.29,4.94,,,,
Hannover,Groß Buchholz (Hannover) Gt1 (GeneSys),52.405382,9.826342,3901,Psammite,,,,,,,,,,,,,,,,,,,,,,,
Rheinhessen-Pfalz,Insheim Gt 1,49.15372,8.1537,3650,Psammite,,,140400,4.9,,,,29000,70,7100,61000,140,150,167,4000,130,,26.3,30.7,,,,
Rheinhessen-Pfalz,Insheim Gt 1,49.15372,8.1537,3650,Psammite,,165,143000,5.23,104,107619,,29900,99.4,7254,64900,131,150.1,168,3816,456,,25.064,25.16,0,,,
Rheinhessen-Pfalz,Insheim Gt 1,49.15372,8.1537,3650,Psammite,,163,,,,,,,,,75540,118.3,,,,,,,,5,,,
Rheinhessen-Pfalz,Insheim Gt 1,49.15372,8.1537,3650,Psammite,,65,,,,,,,,,75810,121.77,,,,,,,,5,,,
Rheinhessen-Pfalz,Insheim Gt 1,49.15372,8.1537,3650,Psammite,,163,,,,,,,,,76980,115.81,,,,,,,,6,,,
Rheinhessen-Pfalz,Insheim Gt 1,49.15372,8.1537,3650,Psammite,,65,,,,,,,,,78980,168.1,,,,,,,,6,,,
Rheinhessen-Pfalz,Insheim Gt 1,49.15372,8.1537,3650,,,163,,4.9,93,102292.61,0,29000,70,7100,61000,140,150,167,4000,73.4,,26.3,30.7,0,,,
Rheinhessen-Pfalz,Insheim Gt 1,49.15372,8.1537,3650,,,65,,4.9,125,106074.89,0,30000,72,7500,63000,150,150,180,4300,72.4,,28.4,30.6,0,,,
Brandenburg,Neuruppin Sol Nn S1/2006,52.92554,12.8162,,,Quaternary,,,,,200000,,74700,1070,1540,116800,3830,247,,446,44,,31,1.2,,,,
Mecklenburg-Vorpommern,Waren/Müritz Gt Wa 1/81,53.50778,12.70118,,Calizas y Dolomías,Quaternary,,,,,,,57650,780,2730,95615,900,163,,264,148,,15.8,1.46,,,,
Oberbayern,Geretsried GEN-1,47.871028,11.43449,6006,,Quaternary,150,,,,27000,,800,20,100,1400,80,440,,80,,,,,,,,
Rheinhessen-Pfalz,Landau Gt La 1,49.1856,8.12251,3300,,Quaternary,160,142000,5.15,12,105845,,28200,76,7700,,126,176.3,179,4000,430,,21.7,26.1,3.2,,,
Rheinhessen-Pfalz,Landau Gt La 1,49.1856,8.12251,3300,,Quaternary,160,144000,4.96,122,106212,,29600,85.1,7391,64500,131,123.9,182,3795,,,,,,,,
Karlsruhe,Bühl,48.698401,8.131255,2655,,Quaternary,115,,,,201310,,64000,1930,11600,120300,1586,,41,494,456,,41,,31.8,,,
Karlsruhe,Bühl,48.698401,8.131255,2655,,Quaternary,115,,,,201478,,63900,1900,11700,120500,1525,,41.2,503,485,,36,,31,,,
Karlsruhe,Bühl,48.698401,8.131255,2655,,Quaternary,,,,,201191.7,,64000,1930,11600,120300,1586,,41,494,456,,41,,31.8,,,
Karlsruhe,Bühl,48.698401,8.131255,2655,,Neogene,,,,,201350.5,,63900,1900,11700,120500,1525,,41.2,503,485,,36,,31,,,
Karlsruhe,Bruchsal Gb 1,49.135625,8.581102,1918,,Neogene,,,,,,,38.1,434,7.74,75.2,387,,166,2.2,324,,78,,0.85,,,
Karlsruhe,Bruchsal Gb 1,49.135625,8.581102,1918,,Neogene,,,,,130418.07,,35840,405,7415,8222,384,520,,3410,,,,,,,,
Karlsruhe,Bruchsal Gb 1,49.135625,8.581102,1918,,Neogene,85.1,,6.1,,130577,,35840,405,7415,82220,384,520,,3410,,,,,0.8,,,
Karlsruhe,Bruchsal Gb 2,49.12554,8.567514,2532,,Oligocene sediments ,,,,,,,36.8,403,7.89,74.3,243,,,3.22,,,69.8,,0.4,,,
Karlsruhe,Bruchsal Gb 2,49.12554,8.567514,2532,,Devonian - Stephanian,104,,6.05,,125000,,32600,474,7471,73330,96,520,,2960,,,83.8,25.2,0.44,,,
Karlsruhe,Bruchsal Gb 2,49.12554,8.567514,2532,,Hercynian basement,120,,,,125588.124,,38100,434,7740,75200,387,,166,2200,324,,78,,0.85,,,
Karlsruhe,Bruchsal Gb 2,49.12554,8.567514,2532,,Hercynian basement and Plio-quaternary sediments,120,158000,5.06,56,121318.1931,,35127,301,7363,73566,267,377.1036,159,3113,391,,42.38,25.17,0,,,
Karlsruhe,Bruchsal Gb 2,49.12554,8.567514,2532,,Hercynian basement and Plio-quaternary sediments,129,,5.06,,125519,,37400,340,7430,75500,640,360,,3440,,,,,,,,
Karlsruhe,Bruchsal Gb 2,49.12554,8.567514,2532,,Hercynian basement and Plio-quaternary sediments,101,,6.2,,114944.05,,32600,516,7415,70570,192,537,,2700,,,,,0.57,,,
Karlsruhe,Bruchsal Gb 2,49.12554,8.567514,2532,,Hercynian basement and overlying crystallophyllian formations,101,24.6,,,115489.54,,32600,516,7415,70570,192,537,,2700,,,106,24.2,,,,
Oberbayern,Waldkraiburg Th 1,48.201326,12.420315,2720,,"Fractured limestone of the Hettangian and the Rhaetian (205-208 Ma), and Triassic sandstone (220-230 Ma)",98.4,741,6.5,,677.49,,115,5.4,27.1,81.4,4.8,288,,18,0.8,,0.13,0.06,2.9,,,
Oberbayern,Waldkraiburg Th 1,48.201326,12.420315,2720,,Upper Jurassic,17.6,719,7.14,,720.22,,112.4,5.2,40.1,86.7,2.015,311.5,,15.4,0.93,,2.62,0.1,1.957,,,
Oberbayern,"Aschheim,Feldkirchen,Kirchheim",48.170544,11.735005,2621,,Dogger,,,,,,,,,,,,,,,,,,,,,,
Oberbayern,Unterhaching Gt 1,48.057078,11.597516,3350,,Triassic,25.9,230000,6.5,,1290,,128,60,199,578,36,244,0.232,23,1.61,,9.63,181,4.92,,,
Oberbayern,Unterhaching Gt 1,48.057078,11.597516,3350,,Triassic,22,140000,6.29,-22,970,,136,20,95,242,29,391,0.273,23,1.38,,20.9,780,5.4,,,
Oberbayern,Unterhaching Gt 2,48.056099,11.641217,3580,,Carbonifereous,54.8,7000,8.84,,542,,114,4,14,98,26,134,0.139,22,0.543,,0.05,0,,,,
Oberbayern,Kirchstockach Gt 1,48.027239,11.687946,3882,,Carbonifereous,,,,,,,,,,,,,,,,,,,,,,
Oberbayern,Dürrnhaar Gt 1 (Kirchstockach),48.027282,11.688016,3926,,Carbonifereous,,,,,,,,,,,,,,,,,,,,,,
Oberbayern,Holzkirchen 1,47.87486,11.716963,4444,,Carbonifereous,,,,,,,,,,,,,,,,,,,,,,
Oberbayern,Ismaning Th 1,48.229707,11.697436,2236,,Carbonifereous,,,,,,,,,,,,,,,,,,,,,,
Oberbayern,Kirchweidach Gt 1,48.099591,12.645632,3793,,Carbonifereous,,,,,,,,,,,,,,,,,,,,,,
Oberbayern,Kirchweidach Gt 2,48.099654,12.645637,3814,,Carbonifereous,,,,,,,,,,,,,,,,,,,,,,
Oberbayern,München-Freiham Th 1,48.138512,11.405124,3132,,Carbonifereous,75.8,,,,5500,,,,,,409,,,,,,,,,,,
Oberbayern,München-Riem Th 1,48.134668,11.715925,3151,,Carbonifereous,,93100,8.09,-228,712.2,,109.5,15.41,46.6,130,10.28,305.45,,21.8,,,0.34,0.02,1.39,,,
Oberbayern,München-Riem Th 2,48.134699,11.716129,2735,,Triassic,,84100,8.28,41,686.6,,110.2,10.33,39.85,111.9,13.2,294.49,,28.6,,,0.72,0.02,2.49,,,
Oberbayern,Oberhaching Gt 1,48.019802,11.562781,3437,,Jurassic,,,,,,,,,,,,,,,,,,,,,,
Oberbayern,Poing Th 2,48.167242,11.791489,3014,,Jurassic,,,,,,,,,,,,,,,,,,,,,,
Oberbayern,Pullach Th 1a,48.067709,11.525761,3638,,Oligocene,,530000,7.16,-406,3189,,636,62,293,1378,150,439,1.08,74,9.37,,4.08,0.46,3.41,,,
Oberbayern,Pullach Th 1a,48.067709,11.525761,3638,,Oligocene,,250000,6.75,-82,1601,,194,41,219,644,20,,0.34,41,2.36,,1.75,0.08,4.51,,,
Oberbayern,Pullach Th 2,48.067697,11.525868,3422,Rhyolitic volcaniclast,Jurassic,,320000,6.46,-188,2143,,461,22,139,871,65,,0.07,97,8.88,,0.04,0.07,3.8,,,
Oberbayern,Sauerlach Th 1,47.972782,11.668815,4178,Rhyolitic volcaniclast,Jurassic,,,,,630,,,,,,,,,,,,,,,,,
Niederbayern,Simbach-Braunau (am Inn) Th1,48.257168,13.010513,1848,Rhyolitic volcaniclast,Jurassic,,,,,1106,,274,4,16,164,6,543,,20,0.63,,,,,,,
Niederbayern,Simbach-Braunau (am Inn) Th2,48.257075,13.010357,2174,Rhyolitic volcaniclast,Jurassic,,,,,1185,,292,5,16,215,7,,,23,0.63,,,,,,,
Oberbayern,Traunreut Gt1,47.973092,12.579519,4646,Rhyolitic volcaniclast,Jurassic,118,,,,,,110,4,23,72,2.5,272,,15,,,,,,,,
Oberbayern,Unterschleißheim Th1,48.272299,11.580551,1960,Rhyolitic volcaniclast,Jurassic,35,8000,6.77,,570,,111,12,31,73,1,328,,12,,,0.27,0.09,1.9,,,
Oberbayern,Unterschleißheim Th1,48.272299,11.580551,1960,Rhyolitic volcaniclast,Jurassic,78,,,,,,108,11,30,76,2.9,326,,12,,,,,,,,
Oberbayern,Unterschleißheim Th2,48.260109,11.591494,2002,,Jurassic,38.4,9000,6.99,,599,,111,11,36,77,0,343,0.77,12,0.52,,4.2,0.12,2,,,
Oberbayern,Unterföhring Th1,48.193397,11.658091,2512,Andesitic volcaniclast,Jurassic,,,,,,,,,,,,,,,,,,,,,,
Oberbayern,Unterföhring Th2,48.193325,11.658074,2124,Andesitic volcaniclast,Jurassic,,,,,,,,,,,,,,,,,,,,,,
Oberbayern,Unterföhring Th3,48.193325,11.658074,2053,Andesitic volcaniclast,Jurassic,,,,,,,,,,,,,,,,,,,,,,
Oberbayern,Unterföhring Th4,48.193325,11.658074,2341,Andesitic volcaniclast,,,,,,,,,,,,,,,,,,,,,,,
Lüneburg,Dreilingen Z1,52.906709,10.339628,4742,,Jurassic,,,6.2,,238492,,68150,385,8758,159042,,,80,2077,,,,,,,,
Lüneburg,Dreilingen Z1,52.906709,10.339628,4742,,Jurassic,,,7,,141261,,53950,481,515,84662,,,1,1652,,,,,,,,
Lüneburg,Dreilingen Z1,52.906709,10.339628,4742,,Jurassic,,,7.4,,262929,,99200,235,922,158617,,,3,3952,,,,,,,,
Lüneburg,Dreilingen Z1,52.906709,10.339628,4742,,Jurassic,,,6.4,,280240,,108200,51,921,166793,,,6,4270,,,,,,,,
Hamburg,Hamburg-Allermöhe 1,53.467796,10.114614,3305,,Jurassic,,,,,,,,,,,,,,,,,,,,,,
Hamburg,Hamburg-Allermöhe 1,53.467796,10.114614,3305,,Jurassic,,,,,,,,,,,,,,,,,,,,,,
Hamburg,Hamburg-Allermöhe 1,53.467796,10.114614,3305,,Jurassic,,,6.4,,218110,,75000,1300,6690,132200,465,240,,1250,,,135,,,,,
Hamburg,Hamburg-Allermöhe 1,53.467796,10.114614,3305,,Jurassic,,,6.4,,218422,,75000,1300,6690,132500,459,,,1250,324,,136,24,,,,
Hamburg,Hamburg-Allermöhe 1,53.467796,10.114614,3305,,Jurassic,,,5.4,,225000,,75000,1290,6650,131600,458,,,1200,324,,110,24,,,,
Tübingen,Bad Waldsee Gb 1/1a,47.917743,9.770154,2320,,Jurassic,,,,,,,,,,,,,,,,,,,,,,
,Margretheholm-1A,55.6892509,12.63345573,2500,,Jurassic,70,,6.55,,220000,,53650,2910,23480,137000,240,33,13,690,905,,0,27,,,,
,Margretheholm-1A,55.6892509,12.63345573,2500,,Jurassic,73,,6.05,,213000,,52900,2760,23000,132000,272,60,7.5,650,860,,9.4,15.1,,,,
,Margretheholm-1A,55.6892509,12.63345573,2500,,Jurassic,73,,6.05,,215000,,54000,2550,23100,133000,282,55,7.5,650,870,,6.5,13.1,,,,
,Margretheholm-1A,55.6892509,12.63345573,2500,,Jurassic,70,,5.73,,212000,,53654,2914,20843,132877,222,30,9.8,667,,,0,17.1,,,,
,Margretheholm-2,55.68917314,12.63353919,3300,,Jurassic,70,,6.2,,218000,,53500,2720,23500,135400,284,47,11.8,750,944,,4.6,25,,,,
,Margretheholm-2,55.68917314,12.63353919,3300,,Jurassic,72,,6.8,,216000,,52800,2820,22200,134800,375,48,14,1160,822,,1.8,26.3,,,,
,Margretheholm-2,55.68917314,12.63353919,3300,,Jurassic,20,,6.8,,215000,,51300,2770,23600,134600,369,54,13.9,1190,876,,2.4,27.8,,,,
,Margretheholm-2,55.68917314,12.63353919,3300,,Jurassic,70,,,,214000,,54900,2950,20900,133000,210,,10.2,630,804,,5.1,17.6,,,,
,Margretheholm-2,55.68917314,12.63353919,3300,,Jurassic,70,,,,210000,,55000,2890,20800,,,,8.3,610,744,,6.9,15.8,,,,
,Margretheholm-2,55.68917314,12.63353919,3300,,Jurassic,20,,,,210000,,54900,2890,20900,,,,8.3,620,721,,3.9,15.5,,,,
,Margretheholm-2,55.68917314,12.63353919,3300,,Jurassic,70,,6.32,,223000,,54100,2820,20300,143500,220,28.6,10.8,600,780,,17.4,20.1,,,,
,Margretheholm-2,55.68917314,12.63353919,3300,,Jurassic,20,,6.28,,222000,,53800,3020,20400,142600,230,30.6,10.6,550,780,,15.1,19.2,,,,
,Margretheholm-2,55.68917314,12.63353919,3300,,Jurassic,70,,5.56,,213000,,53974,2938,20505,133963,230,29.7,9.7,636,,,0,16.75,,,,
Syddanmark,Sønderborg-1,54.92814983,9.83879178,2592,,Jurassic,,,8.6,,324000,,84600,75,100,182000,117,314,,56100,,,1,,,,,
Syddanmark,Sønderborg-1,54.92814983,9.83879178,2592,,Jurassic,,,6.7,,167000,,56200,1170,3520,101000,900,126,,3960,,,17,,,,,
Syddanmark,Sønderborg-1,54.92814983,9.83879178,2592,,Jurassic,,,6.8,,161000,,54500,1210,4200,99000,900,109,,1020,,,18,,,,,
Syddanmark,Sønderborg-1,54.92814983,9.83879178,2592,,Jurassic,,,6.8,,156000,,52200,1220,4410,96000,900,106,,670,,,17,,,,,
Syddanmark,Sønderborg-1,54.92814983,9.83879178,2592,,Jurassic,,,6.6,,156000,,52300,1210,4430,96000,900,106,,620,,,18,,,,,
Syddanmark,Sønderborg-1,54.92814983,9.83879178,2592,,Jurassic,,,6.6,,156000,,52700,1210,4430,96000,910,94,,330,,,15,,,,,
Syddanmark,Sønderborg-1,54.92814983,9.83879178,2592,,Jurassic,,,6.7,,155000,,52400,1210,4400,96000,910,100,,330,,,17,,,,,
Syddanmark,Sønderborg-1,54.92814983,9.83879178,2592,,Jurassic,,,6.8,,160000,,54300,1130,4390,98050,820,137,,780,190,,80,6,,,,
Syddanmark,Sønderborg-1,54.92814983,9.83879178,2592,,Jurassic,,,6.8,,161000,,54500,1130,4410,99000,780,102,,800,200,,82,6,,,,
Syddanmark,Sønderborg-1,54.92814983,9.83879178,2592,,Jurassic,,,6.5,,158000,,55443,1093,3918,96228,737,62,,218,198,,12,6,,,,
Syddanmark,Sønderborg-2,54.92818297,9.83893713,1405,,Jurassic,48,,6.5,,158000,,53000,1150,4400,98000,900,102,,450,,,11,,,,,
Syddanmark,Sønderborg-2,54.92818297,9.83893713,1405,,Jurassic,48,,6.5,,158000,,53000,1150,4400,97000,900,103,,440,,,11,,,,,
Syddanmark,Sønderborg-2,54.92818297,9.83893713,1405,,Jurassic,48,,6.6,,157000,,53000,1150,4400,97000,900,100,,400,,,10,,,,,
Syddanmark,Sønderborg-2,54.92818297,9.83893713,1405,,Jurassic,48,,6.5,,157000,,53000,1150,4420,97000,900,96,,400,,,11,,,,,
Syddanmark,Sønderborg-2,54.92818297,9.83893713,1405,,Jurassic,48,,6.5,,157500,,53000,1150,4420,97000,900,102,,380,180,,10,7,,,,
Syddanmark,Sønderborg-2,54.92818297,9.83893713,1405,,Jurassic,48,,6.5,,160000,,54200,1170,4600,98500,810,100,,190,220,,19,6,,,,
Syddanmark,Sønderborg-2,54.92818297,9.83893713,1405,,Jurassic,15,,6.5,,162000,,55900,1180,4600,99000,760,96,,190,220,,20,6,,,,
Syddanmark,Sønderborg-2,54.92818297,9.83893713,1405,,Jurassic,46,,6.2,,160000,,55249,1101,3899,97149,729,60,,219,193,,6,6,,,,
Nordjylland,Thisted-2,56.96495595,8.71441888,3290,,Jurassic,,,6.4,,167000,,55000,1700,7500,102000,25,40,13,250,360,,,16,,,,
Nordjylland,Thisted-2,56.96495595,8.71441888,3290,,Jurassic,,,6.2,,167000,,55000,1500,7400,102000,69,45,7.5,265,350,,,13,,,,
Nordjylland,Thisted-2,56.96495595,8.71441888,3290,,Jurassic,43.2,,5.9,,160000,,51882,1564,6909,98642,,31,,248,,,,8,,,,
Nordjylland,Thisted-2,56.96495595,8.71441888,3290,,Jurassic,,,6.2,,168000,,55000,1600,7500,103000,86,45,,270,340,,,29,,,,
Nordjylland,Thisted-2,56.96495595,8.71441888,3290,,Jurassic,,,,,,,,,,,,,,,,,,,,,,
Nordjylland,Thisted-3,56.96585441,8.73914932,1242,,Jurassic,15.6,,6.2,,159000,,51914,1492,6880,98582,,40,,193,,,,15,,,,
Andalucía,Balneario de Sierra Alhamilla,36.96083333,-2.39694444,,,Jurassic,51.3,1323,6.3,,,,255.7,21.6,12.9,103.7,171.1,372.1,,10.3,,,,,0.9,,,
Cataluña,Termas La Garriga,41.68222222,2.28638889,,,Jurassic,52.4,748,7.9,,,,148.7,2,6.7,76.4,41.8,189.1,,4.2,,,,,10.2,,,
Cataluña,Balneario Prats,41.83694444,2.80833333,,,Jurassic,50.9,5080,6.6,,,,1131.1,9.8,15,524.8,41.5,2049.6,,56.2,,,,,7,,,
Región de Murcia,Balneario de Archena,38.12805556,-1.30333333,3,,Jurassic,52,6340,7.2,,,,906.6,86.3,198.4,1592.4,478.7,347.7,,52.3,,,,,2,,,
Cantabria,Balneario La Hermida,43.25444444,-4.61333333,,,Jurassic,51.2,4223,7.4,,,,692.9,21.5,129.8,1054.8,320.5,134.2,,11,,,,,0.4,,,
Cataluña,Caldas de Montbui,41.63277778,2.1675,,,Jurassic,73,2113,6.8,,,,399.4,0.5,21.9,514.3,55.5,201.3,,20.1,,,,,9.6,,,
,Balneario de Laias,42.32694444,8.02777778,,,Jurassic,50,872,7.1,,,,195.3,0.7,7.2,20.1,7.4,488,,8.2,,,,,12.1,,,
,Balneario de Lobios,41.86277778,8.10527778,,,Jurassic,72.6,396.9,8.1,,,,81.7,0.1,4.2,13.3,10.7,146.4,,5.1,,,,,10.9,,,
,Termas de Cuntis,42.64944444,8.56305556,,,Jurassic,50.3,517,8.8,,,,109,0.04,3,38.8,47.4,73.2,,3.7,,,,,18,,,
Cataluña,Caldas de Boí,42.5625,0.84194444,,,Jurassic,56,449.5,7.6,,,,84.3,0.2,4.3,55.8,51.2,61,,3.2,,,,,4,,,
Galicia,Balneario Isla  de La Toja,42.48944444,-8.84861111,,,Jurassic,60,416000,5.5,,,,8531.3,79.8,971,15265,422,183,,1096.6,,,,,3.2,,,
La Rioja,Balneario de Arnedillo,42.20833333,-2.24138889,,,Jurassic,52,11930,6.3,,,,2102.8,71.2,406.7,2808.9,1459.7,146.4,,19,,,,,2.5,,,
Cataluña,Balneario de Broquetas,41.63444444,2.16166667,,,Jurassic,69.9,,,,,,,,,,,,,,,,,,,,,
Cataluña,Balneario de Vila de Caldes,41.6325,2.16305556,,,Jurassic,69.9,,,,,,,,,,,,,,,,,,,,,
Cataluña,Termas Forns,41.63361111,2.16166667,,,Jurassic,60,,,,,,,,,,,,,,,,,,,,,
Cataluña,Termas Victoria,41.63416667,2.16166667,,,Jurassic,69.9,,,,,,,,,,,,,,,,,,,,,
Cataluña,Balneario de Blancafort,41.68222222,2.28638889,,,Jurassic,60,,,,,,,,,,,,,,,,,,,,,
Cataluña,Balneario Vichy Catalán,41.83888889,2.80444444,,,Jurassic,60,,,,,,,,,,,,,,,,,,,,,
Región de Murcia,Balneario de La Fortuna (Leana),38.20833333,-1.11138889,,,Jurassic,53,,,,,,,,,,,,,,,,,,,,,
Comunidad Foral de Navarra,Baños de Fitero,42.05722222,-1.90638889,,,Jurassic,52,,,,,,,,,,,,,,,,,,,,,
Galicia,Muiño da Veiga,42.35416667,-7.89722222,,,Jurassic,72,,,,,,,,,,,,,,,,,,,,,
Galicia,A Chavasqueira,42.34972222,-7.87944444,,,Jurassic,63.6,,7.82,,,,,,,,,,,,,,,,,,,
Galicia,Las Burgas,42.33472222,-7.865,,,Jurassic,68,,7.56,,,,102.2,0.69,11.2,25,,,,8.15,,,,,13.49,,,
Galicia,Orense,42.33638889,-7.86333333,600,,Jurassic,80,,,,,,,,,,,,,,,,,,,,,
Castilla y León,Villalonquejar,42.36083333,-3.77277778,2300,,Jurassic,66,,,,,,,,,,,,,,,,,,,,,
Comunidad Foral de Navarra,Gaztelu,43.12027778,-1.65583333,2123,,Jurassic,55,,,,,,,,,,,,,,,,,,,,,
Cataluña,Lérida,42.0,1.16666667,1150,,Jurassic,60,,,,,,,,,,,,,,,,,,,,,
Cataluña,Montbui,41.63277778,2.1675,200,,Jurassic,70,,,,,,,,,,,,,,,,,,,,,
Cataluña,Samalús,41.69388889,2.35305556,500,,Jurassic,80,,,,,,,,,,,,,,,,,,,,,
Cataluña,San Cugat,41.47361111,2.08527778,550,,Jurassic,58,,,,,,,,,,,,,,,,,,,,,
Cataluña,Montbrió del Camp,41.12083333,1.00361111,630,,Jurassic,69,,,,,,,,,,,,,,,,,,,,,
Comunidad de Madrid,Tres Cantos,40.60666667,-3.70666667,2300,,Jurassic,83,,,,,,,,,,,,,,,,,,,,,
Comunidad de Madrid,San Sebastían de los Reyes,40.54694444,-3.62583333,2300,,Jurassic,83,,,,,,,,,,,,,,,,,,,,,
Comunidad de Madrid,Geomadrid,40.41888889,-3.69194444,2000,,Jurassic,80,,,,,,,,,,,,,,,,,,,,,
Illes Balears,Llucmajor,39.49,2.89138889,700,,Triassic,70,,,,,,,,,,,,,,,,,,,,,
,El Saladillo,36.13,-5.43833333,500,,Triassic,51,,,,,,,,,,,,,,,,,,,,,
Región de Murcia,Mula 4,37.99305556,-1.53666667,1000,,"Triassic (Rhetian, Keuper)",50,,,,,,,,,,,,,,,,,,,,,
Andalucía,Zujar,37.54138889,-2.84166667,300,,Triassic,50,,,,,,,,,,,,,,,,,,,,,
Canarias,Tenerife 1,28.26861111,-16.60555556,1000,,Triassic,50,,,,,,,,,,,,,,,,,,,,,
